pow_k,time_avg_s,time_std_s
3,0.002234745025634766,1.5950470225057634e-05
4,0.010183000564575195,0.00031173798043511626
5,0.18222403526306152,0.002468520253511361
6,1.866179847717285,0.038867814797144525
7,43.46220216751099,0.2162160830459589
